name,kegg,synonyms
2'-deoxyinosine(aq),kegg:C05512,"[""2'-deoxyinosine(aq)"", ""'-deoxyinosine(aq)""]"
hypoxanthine(aq),kegg:C00262,[]
2-deoxy--D-ribose 1-phosphate(aq),kegg:C00672,[]
guanosine(aq),kegg:C00387,[]
guanine(aq),kegg:C00242,[]
inosine(aq),kegg:C00294,[]
alpha-D-ribose 1-phosphate(aq),nan,[]
nicotinamide(aq),kegg:C00153,[]
nicotinamide riboside(aq),kegg:C03150,[]
xanthosine(aq),kegg:C01762,[]
xanthine(aq),kegg:C00385,[]
thymine(aq),kegg:C00178,[]
5-methyluridine(aq),nan,[]
alpha-D-ribose-1-phosphate,nan,[]
uridine(aq),kegg:C00299,[]
uracil(aq),kegg:C00106,[]
thymidine(aq),kegg:C00214,[]
2'-deoxyadenosine(aq),kegg:C00559,[]
5-phospho--D-ribose 1-diphosphate(aq),kegg:C00119,"['5-phospho--D-ribose 1-diphosphate(aq)', '5-Phospho-alpha-D-ribose 1-diphosphate(aq)']"
AMP(aq),kegg:C00020,"['AMP(aq)', 'AMP-2--(aq)', 'AMP']"
pyrophosphate(aq),kegg:C00013,"['pyrophosphate(aq)', 'pyrophosphate', 'diphosphate(aq)', 'diphosphate']"
5-amino-4-imidazolecarboxamide(aq),nan,[]
5-phospho-alpha-D-ribose 1-dipihosphate(aq),nan,[]
5-amino-1-beta-D-ribosyl-4-imidazolecarboxamide 5'-phosphate(aq),nan,[]
GMP(aq),kegg:C00144,"['GMP(aq)', ""guanosine 5 '-phosphate(aq)""]"
IMP(aq),kegg:C00130,[]
orotidine 5'-phosphate(aq),kegg:C01103,"[""orotidine 5'-phosphate(aq)"", ""orotidine 5 '-phosphate(aq)""]"
thiopyrophosphate(aq),nan,[]
phosphoribosyl-1-O-(2-thiodiphosphate)(aq),nan,[]
thiamine(aq),nan,[]
4-methyl-5-(2'-hydroxyethyl)-thiazole(aq),nan,[]
heteroanilithiamine(aq),nan,[]
heteronicotinathiamine(aq),nan,[]
2-methyl-4-amino-5-hydroxymethylpyrimidine diphosphate(aq),kegg:C04752,[]
4-methyl-5-(2-phosphonoxyethyl)-thiazole(aq),kegg:C04327,[]
thiamine monophosphate(aq),kegg:C01081,[]
erythro-3-hydroxyaspartate(aq),kegg:C19838,[]
2-oxo-3-hydroxybutanedioic acid(aq),kegg:C03459,"['2-oxo-3-hydroxysuccinate(aq)', '2-oxo-3-hydroxybutanedioic acid(aq)']"
L-histidinol phosphate(aq),kegg:C01100,[]
3-(imidazol-4-yl)-2-oxopropyl phosphate(aq),kegg:C01267,[]
DL-D-1-pyrroline-5-carboxylate(aq),kegg:C03912,"['D-1-pyrroline-5-carboxylate(aq)', 'DL-D-1-pyrroline-5-carboxylate(aq)']"
L-glutamine(aq),kegg:C00064,[]
2-oxoglutaramate(aq),kegg:C00940,[]
2-oxo-4-methiolbutyrate(aq),nan,[]
N-succinyl-2-L-amino-6-oxoheptanedioate(aq),kegg:C04462,[]
"N-succinyl-L-2,6-diaminoheptanedioate(aq)",kegg:C04421,[]
L-alanine,kegg:C00041,"['L-alanine(aq)', 'L-alanine']"
3-oxopropanoate,kegg:C00222,"['3-oxopropanoate(aq)', '3-oxopropanoate']"
beta-alanine,kegg:C00099,[]
pyruvate,kegg:C00022,"['pyruvate(aq)', 'pyruvate', 'pyruvate-(aq)']"
4-aminobutanoate(aq),kegg:C00334,[]
D-glutamate(aq),kegg:C00217,[]
5-deoxypyridoxamine(aq),nan,[]
5-deoxypyridoxal(aq),nan,[]
3-hydroxy-4-aminomethylpyridine(aq),nan,[]
3-hydroxypyridine-4-aldehyde(aq),nan,[]
ω-methylpyridoxamine(aq),nan,[]
ω-methylpyridoxal(aq),nan,[]
norpyridoxamine(aq),nan,[]
norpyridoxal(aq),nan,[]
pyridoxamine(aq),kegg:C00534,[]
pyridoxal(aq),kegg:C00250,[]
"dTDP-4-amino-4,6-dideoxy-D-glucose(aq)",kegg:C04268,[]
dTDP-4-dehydro-6-deoxy-D-glucose(aq),kegg:C11907,[]
L-2-aminoadipate(aq),kegg:C00956,[]
2-oxoadipate(aq),kegg:C00322,[]
3-phosphonooxypyruvate(aq),kegg:C03232,"['3-phosphohydroxypyruvate(aq)', '3-phosphonooxypyruvate(aq)']"
O-phospho-L-serine(aq),kegg:C01005,"['O-phospho-L-serine(aq)', 'L-O-phosphoserine(aq)']"
6-amino-D-glucose(aq),nan,[]
6-amino-D-glucose 6-phosphate(aq),nan,[]
D-mannose(aq),kegg:C00159,[]
D-mannose 6-phosphate(aq),kegg:C00275,[]
D-galactose 1-phosphate(aq),kegg:C03384,"['D-galactose 1-phosphate(aq)', '-D-galactose 1-phosphate(aq)']"
"D-fructose 1,6-bisphosphate(aq)",kegg:C00354,[]
3'-dephospho-CoA(aq),kegg:C00882,[]
lysozyme(aq),nan,[]
phospholysozyme(aq),nan,[]
phosvitin(aq),nan,[]
dephosvitin(aq),nan,[]
pyruvate kinase(aq),nan,[]
phosphoenolpyruvate kinase(aq),nan,[]
phosphoenolpyruvate(aq),kegg:C00074,"['phosphoenolpyruvate(aq)', 'phosphoenolpyruvate3-(aq)']"
1-phosphatidyl-1D-myo-inositol(aq),kegg:C01194,[]
1-phosphatidyl-1D-myo-inositol 4-phosphate(aq),kegg:C01277,[]
ADP (aq),nan,[]
ammonium carbamate(aq),kegg:C01563,"['ammonium carbamate(aq)', 'carbamate(aq)']"
ATP-beta-S(aq),nan,[]
ADP-beta-S(aq),nan,[]
4-phospho-L-aspartate(aq),kegg:C03082,"['L-4-aspartyl phosphate(aq)', '4-phospho-L-aspartate(aq)']"
phosphoguanidinoacetate(aq),kegg:C03166,[]
creatine(aq),kegg:C00300,[]
phosphocreatine(aq),kegg:C02305,[]
cyclocreatine(aq),nan,[]
phosphocyclocreatine(aq),nan,[]
"adenosine 5'-(alpha, beta-methylene)triphosphate(aq)",nan,[]
"adenosine 5'-(alpha, beta-methylene)diphosphate(aq)",nan,[]
N-w-phospho-L-arginine(aq),kegg:C05945,"['N-w-phospho-L-arginine(aq)', 'Nomega-phospho-L-arginine(aq)']"
N-omega-phospho-L-arginine(aq),nan,[]
taurocyamine(aq),kegg:C01959,[]
N-w-phosphotaurocyamine(aq),kegg:C03149,"['N-w-phosphotaurocyamine(aq)', 'phosphotaurocyamine(aq)']"
lombricine(aq),kegg:C14177,[]
N-w-phospholombricine(aq),kegg:C14178,[]
(R)-5-phosphomevalonate(aq),kegg:C01107,[]
(R)-5-diphosphomevalonate(aq),kegg:C01143,[]
ATP-alpha-S(aq),nan,[]
ADP-alpha-S(aq),nan,[]
ATP-gemma-S(aq),nan,[]
ADP-gamma-S(aq),nan,[]
ADP-N1-oxide(aq),nan,[]
ATP-N1-oxide(aq),nan,[]
dADP(aq),2 kegg:C00206,[]
dAMP(aq),kegg:C00360,"['dAMP(aq)', ""2'-deoxyadenosine 5'-monophosphate(aq)""]"
dATP(aq),kegg:C00131,[]
adenosine 5'-tetraphosphate(aq),kegg:C03483,[]
UTP(aq),kegg:C00075,[]
UMP(aq),kegg:C00105,[]
inosine 5'-diphosphate(aq),kegg:C00104,"[""inosine 5'-diphosphate(aq)"", 'IDP(aq)']"
inosine 5'-triphosphate(aq),kegg:C00081,"[""inosine 5'-triphosphate(aq)"", 'ITP(aq)']"
GDP(aq),kegg:C00035,[]
GTP(aq),kegg:C00044,[]
dGMP(aq),kegg:C00362,[]
dGDP(aq),kegg:C00361,[]
dTDP(aq),kegg:C00363,[]
CMP(aq),kegg:C00055,[]
CDP(aq),kegg:C00112,[]
dCMP(aq),kegg:C00239,[]
dCDP(aq),kegg:C00705,[]
ATP,kegg:C00002,"['ATP(aq)', 'ATP', 'ATP-4-(aq)']"
beta-Nicotinamide mononucleotide,kegg:C00455,"['beta-Nicotinamide mononucleotide', '-nicotinamide mononucleotide(aq)']"
pyrophosphate,kegg:C00013,"['pyrophosphate(aq)', 'pyrophosphate', 'diphosphate(aq)', 'diphosphate']"
beta-Nicotinamide mononucleotide(aq),nan,[]
sulfate(aq),kegg:C00059,[]
adenosine 5'-phosphosulfate(aq),kegg:C00224,"[""adenosine 5'-phosphosulfate(aq)"", 'adenylyl sulfate(aq)', 'adenylylsulfate(aq)']"
dTTP(aq),kegg:C00459,[]
9/20-DNA-oligomer(aq),nan,[]
10/20-DNA-oligomer(aq),nan,[]
UDPgalactose(aq),kegg:C00052,[]
-D-galactose 1-phosphate(aq),kegg:C03384,"['D-galactose 1-phosphate(aq)', '-D-galactose 1-phosphate(aq)']"
D-mannose 1-phosphate(aq),kegg:C00636,[]
GDPmannose(aq),kegg:C00096,[]
CTP(aq),kegg:C00063,[]
O-phosphorylethanolamine(aq),kegg:C00346,[]
CDPethanolamine(aq),kegg:C00570,[]
phosphorylcholine(aq),kegg:C00588,[]
CDPcholine(aq),kegg:C00307,[]
N-acetyl--D-glucosamine 1-phosphate(aq),kegg:C04256,"['N-acetyl--D-glucosamine 1-phosphate(aq)', 'N-acetyl-D-glucosamine 1-phosphate(aq)']"
UDP-N-acetyl-D-glucosamine(aq),kegg:C00043,[]
dTDPglucose(aq),kegg:C00842,[]
CDPglucose(aq),kegg:C00501,[]
GDPglucose(aq),kegg:C00394,[]
[L-glutamate:ammonia ligase(ADP-forming)](aq),kegg:C01281,[]
adenylyl-[L-glutamate:ammonia ligase(ADP-forming)](aq),kegg:C01299,[]
1-phospho--D-glucuronate(aq),kegg:C05385,[]
UDP-D-glucuronate(aq),kegg:C00167,[]
succinyl-CoA(aq),kegg:C00091,[]
acetoacetate(aq),kegg:C00164,"['3-oxobutanoate(aq)', 'acetoacetate(aq)']"
n-decanoic acid glycerol qiester(sln),nan,[]
H2O(sln),nan,[]
n-decanoic acid(sln),nan,[]
n-decanoic acid glycerol monoester(sln),nan,[]
glycerol(sln),nan,[]
n-decanoic acid glycerol triester(sln),nan,[]
n-decanoic acid glycerol diester(sln),nan,[]
n-octanoic acid glycerol diester(sln),nan,[]
n-octanoic add(sln),nan,[]
n-octanoic acid glycerol monoester(sln)n-octanoic acid glycerol monoester(sln),nan,[]
n-octanoic acid glycerol monoester(sln),nan,[]
n-octanoic acid(sln),nan,[]
acetylcholine(aq),kegg:C01996,"['O-acetylcholine(aq)', 'acetylcholine(aq)']"
retinyl palmitate(aq),kegg:C02588,[]
retinol(aq),kegg:C00473,"['vitamin A alcohol(aq)', 'retinol(aq)']"
palmitate(aq),kegg:C00249,"['palmitate(aq)', 'palmitic acid(aq)']"
acetyl phosphate-2-(aq),kegg:C00227,"['acetyl phosphate(aq)', 'acetyl phosphate-2-(aq)']"
acetate-(aq),kegg:C00033,"['acetate(aq)', 'acetate-(aq)']"
HPO4-2-(aq),kegg:C00009,"['orthophosphate(aq)', 'orthophospate(aq)', 'HPO4-2-(aq)', 'phosphate(aq)']"
ADP-3-(aq),kegg:C00008,"['ADP(aq)', 'ADP-3-(aq)']"
AMP-2--(aq),kegg:C00020,"['AMP(aq)', 'AMP-2--(aq)', 'AMP']"
D-fructose 1-phosphate(aq),kegg:C01094,[]
D-galactose 6-phosphate(aq),kegg:C01113,[]
4-nitrophenyl phosphate(aq),kegg:C03360,[]
4-nitrophenol(aq),kegg:C00870,[]
phenyl phosphate(aq),kegg:C02734,[]
phenol(aq),kegg:C00146,[]
(R)-3-phosphoglycerate(aq),kegg:C00197,"['3-phospho-D-glycerate(aq)', '(R)-3-phosphoglycerate(aq)']"
phosphoenolpyruvate3-(aq),kegg:C00074,"['phosphoenolpyruvate(aq)', 'phosphoenolpyruvate3-(aq)']"
pyruvate-(aq),kegg:C00022,"['pyruvate(aq)', 'pyruvate', 'pyruvate-(aq)']"
L-O-phosphoserine(aq),kegg:C01005,"['O-phospho-L-serine(aq)', 'L-O-phosphoserine(aq)']"
phosphotaurocyamine(aq),kegg:C03149,"['N-w-phosphotaurocyamine(aq)', 'phosphotaurocyamine(aq)']"
D-ribose(aq),kegg:C00121,[]
L-alpha-glycerophosphate(aq),nan,[]
adenosine 3':5'-(cyclic)phosphate(aq),kegg:C00575,[]
2'-deoxyadenosine 3':5'-(cyclic)phosphate(aq),kegg:C00968,[]
2'-deoxyadenosine 5'-monophosphate(aq),kegg:C00360,"['dAMP(aq)', ""2'-deoxyadenosine 5'-monophosphate(aq)""]"
guanosine 3':5'-(cyclic)phosphate(aq),kegg:C00942,"[""guanosine 3':5'-(cyclic)phosphate(aq)"", ""guanosine 3 ',5 '-cyclic phosphate(aq)""]"
inosine 3':5'-(cyclic)phosphate(aq),kegg:C00943,[]
uridine 3':5'-(cyclic)phosphate(aq),nan,[]
adenosine 3'-monophosphate(aq),kegg:C01367,[]
maltotetraose(aq),kegg:C02052,[]
isomaltose(aq),kegg:C00252,"['isomaltose(aq)', '-isomaltose(aq)']"
isomaltotriose(aq),kegg:C02160,[]
maltohexaose(aq),kegg:C01936,[]
maltotriose(aq),kegg:C01835,[]
panose(aq),kegg:C00713,[]
palatinose(aq),kegg:C01742,[]
D-turanose(aq),kegg:C19636,[]
-gentiobiose(aq),kegg:C08240,[]
-D-melibiose(aq),kegg:C05402,[]
lactulose(aq),kegg:C07064,[]
ADPribose(aq),kegg:C01882,[]
L-asparagine(aq),kegg:C00152,[]
γ-glutamohydroxamic acid(aq),nan,[]
hydroxylamine(aq),nan,[]
carbamate(aq),kegg:C01563,"['ammonium carbamate(aq)', 'carbamate(aq)']"
urea(aq),kegg:C00086,[]
cephalothin(aq),kegg:C07761,[]
2-thienylacetic acid(aq),kegg:C02595,[]
7-aminocephalosporanic acid(aq),kegg:C07756,[]
penicillin G(aq),kegg:C05551,"['penicillin G(aq)', 'penicillin G-(aq)']"
6-aminopenicillanic acid(aq),kegg:C02954,"['6-aminopenicillanic acid(aq)', '6-aminopenicillanic acid-(aq)', '6-aminopenicillanate-(aq)']"
phenylacetic acid(aq),kegg:C07086,[]
penicillin G-(aq),kegg:C05551,"['penicillin G(aq)', 'penicillin G-(aq)']"
6-aminopenicillanic acid-(aq),kegg:C02954,"['6-aminopenicillanic acid(aq)', '6-aminopenicillanic acid-(aq)', '6-aminopenicillanate-(aq)']"
phenoxymethylpenicillin-(aq),kegg:C08126,[]
6-aminopenicillanate-(aq),kegg:C02954,"['6-aminopenicillanic acid(aq)', '6-aminopenicillanic acid-(aq)', '6-aminopenicillanate-(aq)']"
phenoxyacetate(aq),kegg:C02181,[]
phenylacetylglycine(aq),kegg:C05598,[]
N-acetyl-L-methionine(aq),kegg:C02712,[]
pantothenate,kegg:C00864,[]
H2O,kegg:C00001,"['H2O(l)', 'H2O', 'H2o(l)']"
pantoic acid,kegg:C00522,"['pantoic acid', '(R)-pantoate(aq)']"
N-carbamoyl-L-aspartate(aq),kegg:C00438,[]
L-5-carboxymethylhydantoin(aq),kegg:C03703,[]
ampicillin(aq),nan,[]
ampicillinoic acid(aq),nan,[]
penicillinoic acid(aq),kegg:C06567,[]
phenoxymethylpenicillin(aq),nan,[]
phenoxymethylpenicillinoic acid(aq),nan,[]
allantoate(aq),kegg:C00499,[]
(-)-ureidoglycolate(aq),kegg:C00603,[]
cytidine(aq),kegg:C00475,[]
10-formyltetrahydrofolate(aq),kegg:C00234,"['10-formyltetrahydrofolate(aq)', '10-Formyltetrahydrofolate']"
adenylyl sulfate(aq),kegg:C00224,"[""adenosine 5'-phosphosulfate(aq)"", 'adenylyl sulfate(aq)', 'adenylylsulfate(aq)']"
trimetaphosphate(aq),kegg:C02466,[]
triphosphate(aq),kegg:C00536,[]
-nicotinamide mononucleotide(aq),kegg:C00455,"['beta-Nicotinamide mononucleotide', '-nicotinamide mononucleotide(aq)']"
ATP-4-(aq),kegg:C00002,"['ATP(aq)', 'ATP', 'ATP-4-(aq)']"
ITP(aq),kegg:C00081,"[""inosine 5'-triphosphate(aq)"", 'ITP(aq)']"
IDP(aq),kegg:C00104,"[""inosine 5'-diphosphate(aq)"", 'IDP(aq)']"
diphosphate(aq),kegg:C00013,"['pyrophosphate(aq)', 'pyrophosphate', 'diphosphate(aq)', 'diphosphate']"
phosphate(aq),kegg:C00009,"['orthophosphate(aq)', 'orthophospate(aq)', 'HPO4-2-(aq)', 'phosphate(aq)']"
"D-ribulose 1,5-biphosphate(aq)",kegg:C01182,"['D-ribulose 1,5-biphosphate(aq)', 'D-ribulose 1,5-bisphosphate(aq)']"
erythrulose 1-phosphate(aq),kegg:C03394,[]
glycerone phosphate(aq),kegg:C00111,"['dihydroxyacetone phosphate(aq)', 'glycerone phosphate(aq)']"
2-deoxy-D-ribose 5-phosphate(aq),kegg:C00673,[]
"5,6-dideoxyfructose 1-phosphate(aq)",nan,[]
propionaldehyde(aq),nan,[]
methylerythrulose 1-phosphate(aq),nan,[]
glycerone phosphate (aq),nan,[]
6-phospho-2-dehydro-3-deoxy-D-gluconate(aq),kegg:C04442,[]
L-fuculose 1-phosphate(aq),kegg:C01099,[]
(S)-lactaldehyde(aq),kegg:C00424,"['L-lactaldehyde(aq)', '(S)-lactaldehyde(aq)']"
2-dehydro-3-deoxy-D-fuconate(aq),kegg:C06159,[]
2-dehydro-3-deoxy-L-pentonate(aq),kegg:C00684,[]
L-rhamnulose 1-phosphate(aq),kegg:C01131,[]
2-dehydro-3-deoxy-D-galactonate 6-phosphate(aq),kegg:C01286,[]
D-arabino-3-hexulose 6-phosphate(aq),kegg:C06019,"['D-arabino-3-hexulose 6-phosphate(aq)', 'D-arabino-Hex-3-ulose 6-phosphate']"
N-acetylneuraminate(aq),kegg:C00270,[]
N-acetyl-D-mannosamine(aq),kegg:C00645,[]
4-hydroxy-2-oxoglutarate(aq),kegg:C01127,[]
(S)-2-methylmalate(aq),kegg:C02614,[]
"(R,S)-malyl-CoA(aq)",kegg:C04348,[]
"2,3-dimethylmalate(aq)",kegg:C03652,"['2,3-dimethylmalate(aq)', '(2R,3S)-2,3-dimethylmalate(aq)']"
propanoate(aq),kegg:C00163,[]
L-tryptophan(aq),kegg:C00078,[]
indole(aq),kegg:C00463,[]
cis-aconitate(aq),kegg:C00417,[]
3-dehydroquinate(aq),kegg:C00944,"['5-dehydroquinate(aq)', '3-dehydroquinate(aq)']"
2-phospho-D-glycerate(aq),kegg:C00631,[]
(3R)-3-hydroxybutanoyl-CoA(aq),kegg:C03561,[]
cis-but-2-enoyl-CoA(aq),kegg:C00877,"['cis-but-2-enoyl-CoA(aq)', 'trans-but-2-enoyl-CoA(aq)', 'trans-but-2-enoyl-coenzyme A']"
(3S)-3-hydroxybutanoyl-CoA(aq),kegg:C01144,"['(S)-3-hydroxybutanoyl-CoA(aq)', '(3S)-3-hydroxybutanoyl-CoA(aq)', 'DL-3-hydroxybutanoyl-CoA(aq)', '(3S)-hydroxybutanoyl-coenzyme A(aq)']"
trans-but-2-enoyl-CoA(aq),kegg:C00877,"['cis-but-2-enoyl-CoA(aq)', 'trans-but-2-enoyl-CoA(aq)', 'trans-but-2-enoyl-coenzyme A']"
(3R)-3-hydroxyhexanoyl-CoA(aq),nan,[]
cis-hex-2-enoyl-CoA(aq),nan,[]
(3S)-3-hydroxyhexanoyl-CoA(aq),kegg:C05268,"['(S)-3-hydroxyhexanoyl-CoA(aq)', '(3S)-3-hydroxyhexanoyl-CoA(aq)']"
trans-hex-2-enoyl-CoA(aq),kegg:C05271,[]
1-(indol-3-yl)glycerol 3-phosphate(aq),kegg:C03506,[]
(R)-malate(aq),kegg:C00497,[]
maleate(aq),kegg:C01384,[]
2-methylfumarate(aq),kegg:C01732,[]
(R)-2-methylmalate(aq),kegg:C02612,[]
2-methylmaleate(aq),kegg:C02226,[]
gamma-fluoroglutamate(aq),nan,[]
cis-D-4-fluoro-5-oxopyrrolidine-2-carboxylate(aq),nan,[]
trans-D-4-fluoro-5-oxopyrrolidine-2-carboxylate(aq),nan,[]
5-oxo-D-proline(aq),kegg:C02237,[]
urocanate(aq),kegg:C00785,[]
"4,5-dihydro-4-oxo-5-imidazolepropanoate(aq)",kegg:C03680,[]
cis-but-2-enoyl-[acyl-carrier protein](aq),kegg:C04246,[]
"(2R,3S)-2,3-dimethylmalate(aq)",kegg:C03652,"['2,3-dimethylmalate(aq)', '(2R,3S)-2,3-dimethylmalate(aq)']"
dimethylmaleate(aq),kegg:C00922,[]
DL-3-hydroxybutanoyl-CoA(aq),kegg:C01144,"['(S)-3-hydroxybutanoyl-CoA(aq)', '(3S)-3-hydroxybutanoyl-CoA(aq)', 'DL-3-hydroxybutanoyl-CoA(aq)', '(3S)-hydroxybutanoyl-coenzyme A(aq)']"
L-threo-3-methylaspartate(aq),kegg:C03618,[]
L-histidine(aq),kegg:C00135,[]
L-phenylalanine(aq),kegg:C00079,[]
trans-cinnamate(aq),kegg:C00423,[]
beta-alanylpantetheine(aq),nan,[]
acrylylpantetheine(aq),nan,[]
N-(L-argino)succinate(aq),kegg:C03406,"['N-(L-argino)succinate(aq)', 'L-arginosuccinate(aq)']"
adenylosuccinate(aq),kegg:C03794,[]
1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole,kegg:C04823,[]
Fumarate,kegg:C00122,"['fumarate(aq)', 'Fumarate']"
1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide,kegg:C04677,[]
(R)-S-lactoylglutathione(aq),kegg:C03451,[]
glutathione (reduced)(aq),kegg:C00051,[]
methylglyoxal(aq),kegg:C00546,[]
L-lysine(aq),kegg:C00047,[]
D-lysine(aq),kegg:C00739,[]
"L,L-2,6-diaminoheptanedioate(aq)",kegg:C00666,[]
meso-diaminoheptanedioate(aq),kegg:C00680,[]
trans-4-hydroxy-L-proline(aq),kegg:C01157,[]
cis-4-hydroxy-D-proline(aq),kegg:C03440,[]
D-leucine(aq),kegg:C01570,[]
L-alpha-amino-n-butyrate(aq),nan,[]
D-alpha-amino-n-butyrate(aq),nan,[]
UDP-D-quinovose(aq),nan,[]
UDP-D-fucose(aq),nan,[]
L-ribulose 5-phosphate(aq),kegg:C01101,[]
UDP-L-arabinose(aq),kegg:C00935,[]
UDP-D-xylose(aq),kegg:C00190,[]
UDP-D-galacturonate(aq),kegg:C00617,[]
N-acetyl-D-glucosamine(aq),kegg:C00140,[]
