name,kegg,synonyms
N-acetyl-D-glucosamine 6-phosphate(aq),kegg:C00357,[]
N-acetyl-D-mannosamine 6-phosphate(aq),kegg:C04257,[]
"CDP-3,6-dideoxy-D-glucose(aq)",kegg:C03598,[]
"CDP-3,6-dideoxy-D-mannose(aq)",kegg:C03599,[]
alpha-D-Glucose 6-phosphate(aq),kegg:C00668,[]
beta-D-Glucose 6-phosphate(aq),kegg:C01172,[]
GDP-L-galactose(aq),kegg:C02280,[]
(R)-methylmalonyl-CoA(aq),kegg:C01213,[]
(S)-methylmalonyl-CoA(aq),kegg:C00683,[]
all-trans-retinal(aq),kegg:C00376,"['vitamin A aldehyde(aq)', 'all-trans-retinal(aq)']"
11-cis-retinal(aq),kegg:C02110,[]
"9-cis,12-cis-octadecadienoate(aq)",kegg:C01595,[]
"9-cis,11-trans-octadecadienoate(aq)",kegg:C04056,[]
D-erythrose(aq),kegg:C01796,[]
D-erythrulose(aq),kegg:C02022,[]
D-arabinose(aq),kegg:C00216,[]
L-fucose(aq),kegg:C01019,[]
L-fuculose(aq),kegg:C01721,[]
L-arabinose(aq),kegg:C00259,[]
L-ribulose(aq),kegg:C00508,[]
-D-allose(aq),kegg:C01487,[]
D-altrose(aq),kegg:C06464,[]
D-lyxose(aq),kegg:C00476,[]
D-rhamnose(aq),nan,[]
D-rhamnulose(aq),nan,[]
6-amino-D-fructose 6-phosphate(aq),nan,[]
D-glucosamine 6-phosphate(aq),kegg:C00352,[]
D-galacturonate(aq),kegg:C00333,[]
D-tagaturonate(aq),kegg:C00558,[]
D-glucuronate(aq),kegg:C00191,[]
D-fructuronate(aq),kegg:C00905,[]
D-arabinose 5-phosphate(aq),kegg:C01112,[]
L-rhamnose(aq),kegg:C00507,[]
L-rhamnulose(aq),kegg:C00861,[]
L-mannose(aq),nan,[]
L-fructose(aq),nan,[]
keto-phenylpyruvate(aq),kegg:C00166,"['keto-phenylpyruvate(aq)', 'phenylpyruvate(aq)']"
enol-phenylpyruvate(aq),kegg:C02763,[]
keto-oxaloacetate(aq),kegg:C00036,"['oxaloacetate(aq)', 'keto-oxaloacetate(aq)']"
enol-oxaloacetate(aq),kegg:C03981,[]
isopentenyl diphosphate(aq),kegg:C00129,[]
dimethylallyl diphosphate(aq),kegg:C00235,[]
methylitaconate(aq),kegg:C02295,[]
D-glucosamine 1-phosphate(aq),kegg:C06156,[]
"D-glucose 1,6-diphosphate(aq)",kegg:C01231,[]
-D-glucose 6-phosphate(aq),kegg:C00092,"['D-glucose 6-phosphate(aq)', 'D-glucose 6-phosphate', '-D-glucose 6-phosphate(aq)']"
6-thioglucose 6-phosphate(aq),nan,[]
6-thioglucose I-phosphate(aq),nan,[]
N-acetyl-D-glucosamine 1-phosphate(aq),kegg:C04256,"['N-acetyl--D-glucosamine 1-phosphate(aq)', 'N-acetyl-D-glucosamine 1-phosphate(aq)']"
"(3S)-3,6-diaminohexanoate(aq)",kegg:C01142,[]
D-ornithine(aq),kegg:C00515,[]
"D-threo-2,4-diaminopentanoate(aq)",kegg:C03943,"['2,4-diaminopentanoate(aq)', 'D-threo-2,4-diaminopentanoate(aq)']"
2-methyleneglutarate(aq),kegg:C02930,[]
"2,5-dihydro-5-oxofuran-2-acetate(aq)",kegg:C04105,[]
cis-cis-hexadienedioate(aq),kegg:C02480,[]
tetrahydroxypteridine(aq),kegg:C03178,[]
xanthine-8-carboxylate(aq),kegg:C03314,[]
L-valine,kegg:C00183,"['L-valine', 'L-valine(aq)']"
tRNA(Val),kegg:C01653,[]
AMP,kegg:C00020,"['AMP(aq)', 'AMP-2--(aq)', 'AMP']"
diphosphate,kegg:C00013,"['pyrophosphate(aq)', 'pyrophosphate', 'diphosphate(aq)', 'diphosphate']"
L-Valyl-tRNA(Val),kegg:C02554,[]
propanonyl-CoA(aq),kegg:C00100,"['propanoyl-CoA(aq)', 'propionyl-CoA(aq)', 'propanonyl-CoA(aq)']"
L-arginosuccinate(aq),kegg:C03406,"['N-(L-argino)succinate(aq)', 'L-arginosuccinate(aq)']"
D-arabitol(aq),kegg:C01904,[]
D-carnitine(aq),kegg:C15025,[]
prostaglandin E2(aq),kegg:C00584,[]
15-oxo-prostaglandin E2(aq),kegg:C04707,[]
H2O2(aq),kegg:C00027,"['H2O2(aq)', 'H2O2']"
beta-D-glucose(aq),nan,[]
1/2 O2(aq),0.5 kegg:C00007,[]
cholesterol(aq),kegg:C00187,[]
cholest-4-en-3-one(aq),kegg:C00599,[]
prephenate(aq),kegg:C00254,[]
4-hydroxyphenylpyruvate(aq),kegg:C01179,[]
oxonic acid(aq),nan,[]
dihydroxonic acid(aq),nan,[]
lipoate(aq),kegg:C00725,"['-lipoate(aq)', 'lipoate(aq)']"
S-aminomethyldihydro--lipoate(aq),metanetx.chemical:MNXM39260,[]
urate(aq),kegg:C00366,[]
allantoin(aq),kegg:C01551,[]
H2O2,kegg:C00027,"['H2O2(aq)', 'H2O2']"
reduced thiocyanate,nan,[]
oxidized thiocyanate,nan,[]
dodecanal(aq),kegg:C02278,[]
FMN(reduced),kegg:C01847,[]
dodecanoic acid(aq),kegg:C02679,[]
FMN(oxidized),kegg:C00061,[]
(+)-camphor(aq),kegg:C00808,[]
(+)-5-exo-hydroxycamphor(aq),kegg:C03448,[]
CH2-H4PteGlu4(aq),kegg:C04377,[]
H4PteGlu4(aq),kegg:C01217,[]
O-acetyl-L-serine(aq),kegg:C00979,[]
phenylpyruvate(aq),kegg:C00166,"['keto-phenylpyruvate(aq)', 'phenylpyruvate(aq)']"
L-tyrosine(aq),kegg:C00082,[]
4-methyl-2-oxopentanooate(aq),kegg:C00233,"['4-methyl-2-oxopentanoate(aq)', '4-methyl-2-oxopentanooate(aq)', '2-oxoisocaproate(aq)']"
3-aminopropionaldehyde(aq),kegg:C05665,[]
"1,3-diaminopropane(aq)",kegg:C00986,[]
-isomaltose(aq),kegg:C00252,"['isomaltose(aq)', '-isomaltose(aq)']"
amoxicillin(aq),kegg:C06827,[]
D-4-hydroxyphenylglycine(aq),kegg:C03493,"['D-4-hydroxyphenylglycine(aq)', 'D-(4-hydroxyphenyl)glycine(aq)']"
N-glycolylneuraminate(aq),kegg:C03410,[]
N-glycolyl-D-mannosamine(aq),kegg:C03521,[]
chorismate(aq),kegg:C00251,[]
4-hydroxybenzoate(aq),kegg:C00156,[]
"cyclohexa-1,5-diene-1-carboxyl-CoA(aq)",kegg:C06322,[]
6-hydroxycyclohex-1-ene-carboxyl-CoA(aq),kegg:C06749,[]
indol-3-yl-glycerol-3-phosphate(aq),nan,[]
H2o(l),kegg:C00001,"['H2O(l)', 'H2O', 'H2o(l)']"
4-amino-4-deoxychorismate(aq),kegg:C11355,[]
isochorismate(aq),kegg:C00885,[]
2-amino-2-deoxyisochorismate(aq),kegg:C18054,[]
2-benzyl-1-cyclohexanone(sln),nan,[]
2-propanol(sln),nan,[]
(±)-cis-2-benzyl-1-cyclohexanol(sln),nan,[]
acetone(sln),nan,[]
(±)-trans-2-benzyl-1-cyclohexanol(sln),nan,[]
2-butanone(sln),nan,[]
(±)-2-butanol(sln),nan,[]
cyclobutanone(sln),nan,[]
cyclobutanol(sln),nan,[]
cycloheptanone(sln),nan,[]
cycloheptanol(sln),nan,[]
cyclohexanone(sln),nan,[]
cyclohexanol(sln),nan,[]
cyclooctanone(sln),nan,[]
cyclooctanol(sln),nan,[]
cyclopentanone(sln),nan,[]
cyclopentanol(sln),nan,[]
2-heptanone(sln),nan,[]
(S)-2-heptanol(sln),nan,[]
2-hexanone(sln),nan,[]
(±)-2-hexanol(sln),nan,[]
2-methyl-1-cyclohexanone(sln),nan,[]
(±)-cis-2-methyl-1-cyclohexanol(sln),nan,[]
(±)-trans-2-methyl-1-cyclohexanol(sln),nan,[]
2-octanone(sln),nan,[]
(S)-(+)-2-octanol(sln),nan,[]
2-pentanone(sln),nan,[]
(±)-2-pentanol(sln),nan,[]
2-phenyl-1-cyclohexanone(sln),nan,[]
(±)-cis-2-phenyl-1-cyclohexanol(sln),nan,[]
(±)-trans-2-phenyl-1-cyclohexanol(sln),nan,[]
1-phenyl-1-ethanone(sln),nan,[]
(±)-cis-2-phenyl-1-ethanol(sln),nan,[]
1-phenyl-1-heptanone(sln),nan,[]
(±)-cis-2-phenyl-1-heptanol(sln),nan,[]
1-phenyl-1-hexanone(sln),nan,[]
(±)-cis-2-phenyl-1-hexanol(sln),nan,[]
1-phenyl-1-pentanone(sln),nan,[]
(±)-cis-2-phenyl-1-pentanol(sln),nan,[]
1-phenyl-1-propanone(sln),nan,[]
(±)-cis-2-phenyl-1-propanol(sln),nan,[]
NADP(ox)(aq),kegg:C00006,"['NADP(aq)', 'NADP(ox)(aq)', 'NADP(ox)']"
NADP(red)(aq),kegg:C00005,"['NADPH(aq)', 'NADP(red)(aq)']"
D-mannitol-1-phosphate(aq),kegg:C00644,"['D-mannitol 1-phosphate(aq)', 'D-mannitol-1-phosphate(aq)']"
NAD(ox)(aq),kegg:C00003,"['NAD(aq)', 'NAD', 'NAD(ox)(aq)', 'NAD(ox)', 'NAD+(aq)']"
NAD(red)(aq),kegg:C00004,"['NADH(aq)', 'NAD(red)(aq)', 'NAD(red)']"
D-2-hydroxy-n-butanoate(aq),kegg:C05984,"['2-hydroxybutanoate(aq)', 'D-2-hydroxy-n-butanoate(aq)']"
"(2R,3R)-erythro-fluoromalate(aq)",nan,[]
(3R)-fluorooxaloacetate(aq),nan,[]
3-acetylpyridine adenine dinucleotide(ox)(aq),nan,[]
3-acetylpyridine adenine dinucleotide(red)(aq),nan,[]
pyridoxine(aq),kegg:C00314,[]
"(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate(aq)",kegg:C05662,[]
NAD(ox),kegg:C00003,"['NAD(aq)', 'NAD', 'NAD(ox)(aq)', 'NAD(ox)', 'NAD+(aq)']"
NAD(red),kegg:C00004,"['NADH(aq)', 'NAD(red)(aq)', 'NAD(red)']"
dTDP-6-deoxy-L-lyxo-4-hexulose(aq),nan,[]
dTDP-L-rhamnose(aq),nan,[]
dTDP-6-deoxy-D-lyxo-4-hexulose(aq),nan,[]
(R)-pantoate(aq),kegg:C00522,"['pantoic acid', '(R)-pantoate(aq)']"
NADP(ox),kegg:C00006,"['NADP(aq)', 'NADP(ox)(aq)', 'NADP(ox)']"
2-dehydropantoate(aq),kegg:C00966,[]
2-keto-L-gulonate(aq),kegg:C15673,[]
"2,5-diketo-D-gluconate(aq)",kegg:C02780,[]
4-dimethylaminomethylbenzylamine(aq),nan,[]
4-dimethylaminomethylbenzaldehyde(aq),nan,[]
"N6-(L-1,3-dicarboxypropyl)-L-lysine",kegg:C00449,[]
glutathoine(red)(aq),2 kegg:C00051,"['reduced glutathione(aq)', 'glutathoine(red)(aq)']"
glutathoine(ox)(aq),kegg:C00127,"['oxidized glutathione(aq)', 'glutathoine(ox)(aq)']"
glutathione(red)(ox),nan,[]
glutathione(ox)(aq),nan,[]
O2-,2 kegg:C00704,[]
O2,kegg:C00007,"['O2(aq)', 'O2']"
methyl viologen(red)(aq),nan,[]
methyl viologen(ox)(aq),nan,[]
H2(g),nan,[]
(R)-3-hydroxytetradecanoyl-[acyl-carrier-protein](aq),kegg:C04688,[]
acyl-carrier-protein(aq),kegg:C03688,[]
UDP-3-O-(3-hydroxytetradecanoyl)-N-acetyl-D-glucosamine(aq),kegg:C04738,[]
corrinoid protein(aq),kegg:C06021,[]
carbon monoxide(aq),kegg:C00237,[]
methylcorrinoid protein(aq),kegg:C06020,[]
'-deoxyinosine(aq),kegg:C05512,"[""2'-deoxyinosine(aq)"", ""'-deoxyinosine(aq)""]"
orotidine 5 '-phosphate(aq),kegg:C01103,"[""orotidine 5'-phosphate(aq)"", ""orotidine 5 '-phosphate(aq)""]"
Nicotinate D-ribonucleotide(aq),kegg:C01185,[]
nicotinic acid(aq),kegg:C00253,[]
5-Phospho-alpha-D-ribose 1-diphosphate(aq),kegg:C00119,"['5-phospho--D-ribose 1-diphosphate(aq)', '5-Phospho-alpha-D-ribose 1-diphosphate(aq)']"
'-methylthioadenosine(aq),kegg:C00170,[]
5-methylthio-D-ribose 1-phosphate(aq),kegg:C04188,[]
(2-aminoethyl)phosphonate(aq),kegg:C03557,[]
2-phosphonoacetaldehyde(aq),kegg:C03167,[]
2-oxoisocaproate(aq),kegg:C00233,"['4-methyl-2-oxopentanoate(aq)', '4-methyl-2-oxopentanooate(aq)', '2-oxoisocaproate(aq)']"
L-tert-leucine(aq),nan,[]
"3,3-dimethyl-2-oxobutanoate(aq)",nan,[]
L-valine(aq),kegg:C00183,"['L-valine', 'L-valine(aq)']"
2-oxovalerate(aq),kegg:C06255,[]
serpeptide(aq),nan,[]
phosphorylated serpeptide(aq),nan,[]
syntide 2(aq),nan,[]
phosphosyntide(aq),nan,[]
myosin light chain(aq),kegg:C01003,[]
myosin light chain phosphate(aq),kegg:C03875,[]
2-aminobenzoic acid(aq) ,nan,[]
2-aminobenzoic acid adenylate(aq),nan,[]
3-aminobenzoic acid(aq) ,nan,[]
3-aminobenzoic acid adenylate(aq),nan,[]
4-aminobenzoic acid(aq) ,nan,[]
4-aminobenzoic acid adenylate(aq),nan,[]
benzoic acid(aq) ,nan,[]
benzoic acid adenylate(aq),nan,[]
"2,3-dihydroxybenzoic acid(aq) ",nan,[]
"2,3-dihydroxybenzoic acid adenylate(aq)",nan,[]
3-hydroxyanthranilic acid(aq),nan,[]
3-hydroxyanthranilic acid adenylate(aq),nan,[]
3-hydroxybenzoic acid(aq),nan,[]
3-hydroxybenzoic acid adenylate(aq),nan,[]
4-hydroxybenzoic acid(aq),nan,[]
4-hydroxybenzoic acid adenylate(aq),nan,[]
3-hydroxy-4-methylbenzoic acid(aq),nan,[]
3-hydroxy-4-methylbenzoic acid adenylate(aq),nan,[]
3-methylbenzoic acid(aq),nan,[]
3-methylbenzoic acid adenylate(aq),nan,[]
4-methylbenzoic acid(aq),nan,[]
4-methylbenzoic acid adenylate(aq),nan,[]
Nomega-phospho-L-arginine(aq),kegg:C05945,"['N-w-phospho-L-arginine(aq)', 'Nomega-phospho-L-arginine(aq)']"
adenylylsulfate(aq),kegg:C00224,"[""adenosine 5'-phosphosulfate(aq)"", 'adenylyl sulfate(aq)', 'adenylylsulfate(aq)']"
deoxynucleoside triphosphate(aq),nan,[]
polyd-A-Tn(aq),nan,[]
polyd-A-Tn+1(aq),nan,[]
benzyl alcohol(sln),nan,[]
butyl acetate(sln),nan,[]
benzyl acetate(sln),nan,[]
1-butanol(sln),nan,[]
butyl decanoate(sln),nan,[]
1-decanoic acid(sln),nan,[]
"1,2-dioctanoyl glycerol(sln)",nan,[]
1-mono-octanoyl glycerol(sln),nan,[]
2-mono-octanoyl glycerol(sln),nan,[]
"1,3-dioctanoyl glycerol(sln)",nan,[]
dodecyl dodecanoate(sln),nan,[]
1-dodecanol(sln),nan,[]
1-dodecanoic acid(sln),nan,[]
D-glucose(sln),nan,[]
1-dodecanoyl D-glucose ester(sln),nan,[]
(-)-menthol(sln),nan,[]
(-)-menthyl dodecanoate(sln),nan,[]
oleic acid(sln),nan,[]
1-butyl oleate(sln),nan,[]
(R)-(+)-1-phenyl-1-butanol(sln),nan,[]
(R)-(+)-1-phenyl 1-butyl acetate(sln),nan,[]
(R)-(+)-1-phenyl ethanol(sln),nan,[]
(R)-(+)-1-phenyl ethyl acetate(sln),nan,[]
(R)-(+)-1-phenyl-1-propanol(sln),nan,[]
(R)-(+)-1-phenyl-1-propyl acetate(sln),nan,[]
"1,2,3-trioctanoyl glycerol(sln)",nan,[]
1-monooctanoyl glycerol(sln),nan,[]
cis-2-hydroxycyclopentanemethanol cyclic phosphate(aq),nan,[]
cis-2-hydroxycyclopentanemethanol-phosphate(aq),nan,[]
trans-2-hydroxycyclopentanemethanol cyclic phosphate(aq),nan,[]
trans-2-hydroxycyclopentanemethanol-phosphate(aq),nan,[]
"1R,2S-trans-2-hydroxytetrahydrofuranmethanol cyclic phosphate(aq)",nan,[]
"1R,2S-trans-2-hydroxytetrahydrofuranmethanol-phosphate(aq)",nan,[]
5-methoxytrimethylene phosphate(aq),nan,[]
2-methoxy-3-hydroxypropyl phosphate(aq),nan,[]
5-methyltrimethylene phosphate(aq),nan,[]
2-methyl-3-hydroxypropyl phosphate(aq),nan,[]
"guanosine 3 ',5 '-cyclic phosphate(aq)",kegg:C00942,"[""guanosine 3':5'-(cyclic)phosphate(aq)"", ""guanosine 3 ',5 '-cyclic phosphate(aq)""]"
guanosine 5 '-phosphate(aq),kegg:C00144,"['GMP(aq)', ""guanosine 5 '-phosphate(aq)""]"
4-nitrophenyl acetate(aq),nan,[]
succinylAla-Ala-Pro-Leu-4-nitrophenylanalide(aq),nan,[]
succinylAla-Ala-Pro-Leu(aq),nan,[]
4-nitrophenyl analide(aq),nan,[]
succinylAla-Ala-Pro-Phe-4-nitrophenylanalide(aq),nan,[]
succinylAla-Ala-Pro-Phe(aq),nan,[]
4-nitrophenylanalide(aq),nan,[]
D-(4-hydroxyphenyl)glycine(aq),kegg:C03493,"['D-4-hydroxyphenylglycine(aq)', 'D-(4-hydroxyphenyl)glycine(aq)']"
cefamandole(aq),nan,[]
7-amino-3-1-methyl-IIItetrazol-5-yl-thiomethyl-cephalosporanic acid(aq),nan,[]
D-mandelic acid(aq),nan,[]
2-acetamidohept-6-enoic acid(aq),nan,[]
2-aminohept-6-enoic acid(aq),nan,[]
N-acetyl-L-alanine(aq),nan,[]
N-acetyl-L-cysteine(aq),nan,[]
L-cysteine(aq),nan,[]
N-acetyl-L-norleucine(aq),nan,[]
L-norleucine(aq),nan,[]
N-acetyl-L-valine(aq),nan,[]
N-acetyl-L-phenylalanine(aq),kegg:C03519,[]
anandamide(aq),kegg:C11695,[]
ethanolamine(aq),kegg:C00189,[]
arachidonic acid(aq),kegg:C00219,[]
palmitoylethanolamide(aq),kegg:C16512,[]
palmitic acid(aq),kegg:C00249,"['palmitate(aq)', 'palmitic acid(aq)']"
"5,6-dihydrouracil(aq)",kegg:C00429,[]
3-ureidopropanoic acid(aq),kegg:C02642,[]
"((2R,3S,4R,5R)-5-(2-amino-5-formamido-6-oxo-3,6-dihydropyrimidin-4-ylamino)-3,4-dihydroxytetrahydrofuran-2-yl)methyl tetrahydrogen triphosphate(aq)",kegg:C05922,[]
benzonitrile(aq),kegg:C09814,[]
H2O(aq),2 kegg:C00001,[]
benzoic acid(aq),kegg:C00180,[]
benzyl cyanide(aq),kegg:C16074,[]
3-indoleacetonitrile(aq),kegg:C02938,[]
indole-3-acetic acid(aq),kegg:C00954,[]
"D-ribulose 1,5-bisphosphate(aq)",kegg:C01182,"['D-ribulose 1,5-biphosphate(aq)', 'D-ribulose 1,5-bisphosphate(aq)']"
2-dehydro-3-deoxy-D-arabino-heptonate 7-phosphate(aq),kegg:C04691,[]
2-oxo-3-deoxy-D-gluconate(aq),kegg:C00204,[]
anthranilate(aq),kegg:C00108,[]
(3S)-hydroxybutanoyl-coenzyme A(aq),kegg:C01144,"['(S)-3-hydroxybutanoyl-CoA(aq)', '(3S)-3-hydroxybutanoyl-CoA(aq)', 'DL-3-hydroxybutanoyl-CoA(aq)', '(3S)-hydroxybutanoyl-coenzyme A(aq)']"
trans-but-2-enoyl-coenzyme A,kegg:C00877,"['cis-but-2-enoyl-CoA(aq)', 'trans-but-2-enoyl-CoA(aq)', 'trans-but-2-enoyl-coenzyme A']"
4-(trimethylammonio)but-2-enoate(aq),kegg:C04114,[]
UDP-N-acetyl-D-galactosamine(aq),kegg:C00203,[]
D-threose(aq),kegg:C06463,[]
"(3,5)-cholesta-7,24-diene-3-ol(aq)",kegg:C05439,[]
"(3,5)-cholesta-8,24-diene-3-ol(aq)",kegg:C05437,[]
3-phosphonopyruvate(aq),kegg:C02798,[]
tRNA-Tyr(aq),kegg:C00787,[]
L-tyrosyl-tRNA-Tyr(aq),kegg:C02839,[]
tRNA-Thr(aq),kegg:C01651,[]
L-threonyl-tRNA-Thr(aq),kegg:C02992,[]
L-isoleusine(aq),kegg:C00407,[]
tRNA-Ile(aq),kegg:C01644,[]
L-isoleucyl-tRNA-Ile(aq),kegg:C03127,[]
tRNA-Lys(aq),kegg:C01646,[]
L-lysyl-tRNA-Lys(aq),kegg:C01931,[]
tRNA-Ser(aq),kegg:C01650,[]
L-seryl-tRNA-Ser(aq),kegg:C02553,[]
tRNA-Arg(aq),kegg:C01636,[]
L-arginyl-tRNA-Arg(aq),kegg:C02163,[]
tRNA-Phe(aq),kegg:C01648,[]
L-phenylalanyl-tRNA-Phe(aq),kegg:C03511,[]
tRNA-His(aq),kegg:C01643,[]
L-histidyl-tRNA-His(aq),kegg:C02988,[]
(deoxyribonucleotide)_n(aq),nan,[]
(deoxyribonucleotide)_m(aq),nan,[]
(deoxyribonucleotide)_m+n(aq),nan,[]
NAD+(aq),kegg:C00003,"['NAD(aq)', 'NAD', 'NAD(ox)(aq)', 'NAD(ox)', 'NAD+(aq)']"
THF(aq),kegg:C00101,"['5,6,7,8-tetrahydrofolate(aq)', 'tetrahydrofolate(aq)', 'THF(aq)', 'Tetrahydrofolate']"
"5,10-CH2-THF(aq)",kegg:C00143,"['5,10-methylenetetrahydrofolate(aq)', '5,10-CH2-THF(aq)']"
NH3(aq),kegg:C00014,"['ammonia(aq)', 'NH3(aq)']"
CO2(aq),kegg:C00288,"['carbon dioxide(aq)', 'CO2(aq)', 'CO2']"
Aminoimidazole ribotide,kegg:C03373,[]
CO2,kegg:C00288,"['carbon dioxide(aq)', 'CO2(aq)', 'CO2']"
1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate,kegg:C04751,[]
10-Formyltetrahydrofolate,kegg:C00234,"['10-formyltetrahydrofolate(aq)', '10-Formyltetrahydrofolate']"
Tetrahydrofolate,kegg:C00101,"['5,6,7,8-tetrahydrofolate(aq)', 'tetrahydrofolate(aq)', 'THF(aq)', 'Tetrahydrofolate']"
1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide,kegg:C04734,[]
D-Ribulose 5-phosphate,kegg:C00199,"['D-ribulose 5-phosphate(aq)', 'D-Ribulose 5-phosphate']"
Formaldehyde,kegg:C00067,"['formaldehyde(aq)', 'Formaldehyde']"
D-arabino-Hex-3-ulose 6-phosphate,kegg:C06019,"['D-arabino-3-hexulose 6-phosphate(aq)', 'D-arabino-Hex-3-ulose 6-phosphate']"
D-Fructose 6-phosphate,kegg:C00085,"['D-fructose 6-phosphate(aq)', 'D-Fructose 6-phosphate']"
",-trehalose 6-phosphate(aq)",kegg:C00689,"[""alpha,alpha'-trehalose 6-phosphate"", ',-trehalose 6-phosphate(aq)']"
